Unnamed: 0,letter,xbox,ybox,width,height,onpix,xbar,ybar,x2bar,y2bar,xybar,x2ybar,xy2bar,xedge,xedgeycor,yedge,yedgexcor
2092,B,2,4,2,2,2,7,7,5,5,6,6,5,2,8,6,8
656,A,3,7,6,5,3,12,3,3,3,11,1,7,2,6,2,9
277,R,4,7,6,5,6,8,6,6,3,8,6,8,4,7,7,10
375,R,8,12,7,6,6,6,7,3,5,7,5,9,6,10,6,6
2174,B,5,4,5,7,4,6,7,9,7,7,5,7,2,8,9,10
139,B,6,8,9,7,9,8,8,5,5,8,6,8,7,7,9,6
654,R,3,8,4,6,4,5,10,8,3,7,3,9,2,5,4,10
2115,P,4,8,7,6,4,5,13,7,3,12,6,1,1,10,4,8
148,A,2,4,4,5,2,8,6,3,1,8,0,8,2,7,2,8
1686,B,5,9,4,5,3,7,7,5,6,11,6,9,5,7,7,8
817,B,2,6,4,4,3,7,7,7,6,7,6,6,2,9,7,9
232,B,8,12,6,6,4,7,7,5,6,10,5,9,6,6,7,10
118,B,4,5,5,7,4,7,7,11,7,8,6,8,2,8,9,9
1300,P,4,7,6,10,9,8,11,5,0,9,7,6,4,10,5,9
295,R,6,11,6,8,4,6,10,10,4,7,4,8,3,7,6,10
561,P,6,11,6,8,3,4,13,9,2,10,5,3,1,10,4,8
627,R,2,0,2,1,1,8,11,8,2,7,5,8,2,7,4,10
121,B,3,6,4,4,4,8,8,6,6,7,6,6,2,8,7,9
1509,B,5,10,5,8,6,8,7,7,6,7,6,6,2,8,7,10
396,P,1,1,2,1,1,5,11,7,2,10,6,4,1,9,3,8
182,P,4,6,5,4,3,6,11,3,5,13,6,4,0,10,2,8
1417,P,3,5,5,8,7,8,12,5,0,8,6,6,3,10,6,8
1619,P,4,9,4,6,4,6,10,7,2,9,6,5,1,10,3,8
1270,R,4,7,5,7,4,8,7,4,6,9,5,7,3,6,6,11
339,A,2,3,4,2,1,11,2,2,1,9,2,9,2,6,2,8
753,P,4,9,5,7,4,5,10,4,5,10,9,4,4,10,4,7
885,P,6,5,6,7,3,4,13,9,2,10,6,4,1,10,4,8
1184,B,8,10,6,5,5,9,7,4,5,9,4,7,6,7,9,9
1884,B,2,5,5,3,4,8,7,3,6,10,6,6,2,8,5,9
2080,R,2,4,5,3,2,8,7,2,4,9,4,6,3,7,3,9
367,B,2,4,4,3,3,8,7,3,5,10,6,7,2,9,4,9
1854,A,4,8,6,6,3,10,2,2,2,7,1,9,2,8,3,7
1444,B,4,8,5,6,5,11,6,3,6,10,4,7,3,8,3,11
567,R,4,9,5,6,5,6,8,5,5,8,5,8,3,6,6,9
134,R,6,8,9,7,9,7,7,3,3,7,5,8,7,8,7,5
1856,P,4,9,6,6,3,4,13,5,4,13,6,2,0,9,4,8
1103,A,2,6,4,4,2,12,3,4,2,11,0,8,2,6,2,9
1997,R,2,3,4,2,2,8,6,3,4,9,4,6,2,8,3,10
923,A,3,3,5,4,2,8,3,2,2,6,2,8,2,7,2,7
926,R,5,9,5,7,5,5,11,7,3,7,3,9,2,7,5,11
340,P,7,11,10,9,5,9,8,4,6,12,3,3,2,10,4,9
64,B,4,8,6,6,6,6,8,7,4,7,5,6,4,8,5,6
1603,R,4,8,6,6,8,7,7,3,6,8,6,8,6,9,7,5
237,P,5,6,7,8,7,8,6,4,3,7,7,8,7,12,6,6
1617,P,1,5,2,4,2,4,11,8,1,10,6,4,1,10,4,8
795,R,2,1,2,2,2,6,7,4,4,6,5,7,2,7,3,8
860,B,3,8,4,6,5,8,7,8,5,7,6,6,3,8,8,10
607,A,2,8,4,6,3,13,3,4,3,10,1,8,2,6,3,9
409,R,2,4,5,3,3,8,6,3,5,8,4,7,2,7,4,10
1224,R,5,11,6,9,11,6,7,3,4,6,6,9,6,10,8,5
1705,P,8,14,7,8,5,8,9,4,4,12,5,4,3,11,6,6
802,A,5,13,5,7,4,11,2,4,1,11,4,11,5,2,4,10
1180,A,6,11,8,8,8,8,7,6,5,6,6,9,7,8,7,3
811,A,2,4,3,2,1,9,2,2,3,8,2,8,2,6,2,7
891,R,5,8,7,6,5,8,7,6,6,8,6,8,3,8,6,11
410,R,2,3,5,2,2,7,8,5,5,7,5,7,2,7,4,8
250,B,3,4,5,3,3,9,7,2,6,11,4,7,2,8,4,9
347,R,5,10,7,9,10,6,9,3,4,6,7,10,8,9,9,7
1763,A,3,11,6,8,4,12,1,2,2,9,2,9,2,6,3,8
669,B,5,11,7,9,9,8,7,5,6,6,6,5,3,8,6,10
2076,R,3,7,3,4,3,6,9,7,3,7,5,8,2,7,5,11
971,A,4,10,5,6,4,9,4,3,1,8,2,8,2,7,2,8
1003,R,2,4,3,1,3,8,8,3,5,9,3,7,2,6,3,11
132,B,2,6,3,5,3,6,6,8,5,6,7,7,2,9,6,10
944,A,1,0,2,1,0,7,3,2,0,6,2,8,3,6,1,8
526,P,3,5,3,4,2,5,10,5,4,10,9,4,1,10,4,7
185,P,6,6,9,8,9,6,9,5,3,8,8,6,6,12,5,7
502,B,8,15,8,8,6,10,6,4,5,10,4,7,6,6,8,9
1416,A,2,7,4,4,2,7,3,3,2,7,3,8,3,7,2,8
1631,B,8,13,7,8,7,9,7,3,5,9,5,7,7,6,9,8
566,P,3,6,4,4,2,5,14,8,2,11,6,3,0,10,4,8
1931,P,6,9,9,7,4,7,10,5,5,12,5,3,2,11,3,9
353,A,1,0,2,0,0,8,4,2,0,7,2,8,1,6,1,8
715,A,1,3,2,2,1,10,2,2,1,9,2,9,1,6,2,8
124,P,1,1,1,1,0,5,11,7,1,10,6,4,0,9,3,8
1133,B,4,6,5,4,6,9,7,4,4,6,7,7,6,9,7,7
1606,B,1,0,2,0,1,7,8,6,4,7,6,7,0,8,6,8
516,P,8,11,5,6,3,8,7,5,4,10,4,6,5,8,4,8
1626,A,5,7,5,5,3,8,4,3,0,6,1,8,2,7,1,7
909,B,2,3,3,1,2,7,7,4,5,7,6,6,1,8,5,10
717,B,2,0,2,1,1,7,8,6,5,7,6,7,1,8,7,8
1627,P,3,7,4,4,2,4,14,8,0,11,6,3,0,10,4,8
827,B,3,3,3,4,3,7,7,9,6,7,6,7,2,8,9,10
547,R,3,5,5,3,2,8,7,5,4,8,5,7,3,7,4,11
523,R,6,10,8,7,7,9,7,4,6,10,3,7,3,6,4,10
455,P,3,9,3,5,3,4,11,8,3,9,6,3,1,10,4,8
897,B,5,8,8,7,9,8,6,5,5,7,6,7,8,11,9,7
1839,R,4,7,4,4,4,6,9,8,4,7,5,8,2,6,5,11
568,R,4,8,5,6,3,6,10,9,4,7,5,8,3,8,6,11
168,B,3,7,3,5,3,6,7,9,6,7,6,6,2,8,8,11
698,P,3,4,3,4,2,5,9,4,4,10,8,4,1,11,3,7
847,A,5,11,8,8,5,10,1,3,3,8,2,8,4,8,5,9
575,B,4,10,5,7,4,7,8,9,7,7,5,7,2,8,9,9
1168,R,3,3,3,4,2,5,10,8,3,7,4,8,2,7,5,11
912,B,4,8,6,6,6,7,7,6,5,9,7,6,3,7,7,8
804,A,3,4,6,2,2,9,1,2,1,8,2,9,2,5,3,8
670,P,3,8,5,6,4,7,5,5,4,6,6,9,3,9,6,12
2018,R,4,9,6,7,6,8,7,7,3,8,5,7,4,7,7,10
480,B,6,9,8,6,7,10,6,3,6,10,3,7,4,7,5,12
463,B,8,9,6,5,3,9,7,6,5,10,4,9,6,6,5,10
913,P,7,15,7,7,5,8,9,4,4,12,5,4,4,11,6,6
430,R,3,9,4,6,3,5,11,8,4,7,3,9,3,6,6,11
2064,B,3,9,6,6,5,8,7,6,6,7,6,5,2,8,6,9
1812,B,5,9,7,7,10,9,9,5,4,7,8,5,6,10,9,10
748,P,4,8,4,4,3,9,8,4,3,11,4,5,4,11,5,7
512,A,4,9,6,7,2,7,7,3,0,6,0,8,2,7,2,8
2153,R,4,4,4,6,3,5,11,8,4,7,2,9,3,7,6,12
1315,A,2,6,4,4,2,8,2,1,2,7,2,8,2,6,3,6
454,B,4,10,5,7,7,6,8,8,5,7,5,7,2,8,7,9
1130,A,5,9,7,8,6,6,8,2,4,7,7,9,8,7,4,8
229,R,6,10,9,8,12,6,7,4,4,6,6,9,8,9,9,6
1607,A,2,4,5,2,2,11,2,2,2,9,3,9,2,6,1,8
1331,R,4,5,5,3,3,8,8,4,5,9,4,7,3,7,3,11
873,P,6,10,8,8,5,7,10,5,4,12,5,3,1,10,4,8
487,R,8,12,8,6,6,7,7,3,5,9,3,8,6,7,6,7
87,A,3,4,5,6,2,8,5,4,1,6,1,8,2,7,2,8
2178,R,3,4,4,3,2,7,7,5,5,6,5,6,2,7,4,8
1469,R,7,10,9,9,11,7,7,3,5,6,6,9,7,9,7,6
915,A,5,10,7,8,5,7,3,3,1,8,1,8,4,9,5,8
770,B,5,8,7,6,5,10,5,3,7,11,4,7,2,8,5,12
2012,B,2,0,2,1,1,7,8,7,5,7,6,7,1,8,7,8
334,P,1,1,2,1,1,5,11,7,1,9,6,4,1,9,3,8
2165,R,3,4,5,3,3,7,7,5,5,9,5,7,2,7,4,10
120,A,7,11,6,6,4,11,1,4,2,11,4,12,5,3,5,11
707,R,7,11,10,8,10,5,8,3,5,6,5,10,9,9,8,7
1755,R,4,7,5,5,5,9,8,6,5,8,6,7,3,7,5,9
316,R,3,7,6,4,3,8,8,4,6,9,3,8,3,7,4,11
1710,R,4,6,6,4,4,9,8,4,6,9,3,6,3,6,4,11
181,B,4,5,5,8,4,6,9,10,7,8,5,6,2,8,9,10
1054,A,6,10,7,7,8,8,5,8,4,8,6,8,3,9,8,3
107,A,1,0,2,0,0,7,4,2,0,7,2,8,2,7,1,8
506,A,3,6,5,5,4,9,7,3,5,7,8,6,4,10,4,5
694,R,4,6,5,4,3,10,7,3,6,10,3,6,2,7,4,10
789,B,3,6,5,4,6,8,7,4,3,6,8,8,6,10,7,7
55,R,2,3,3,2,2,8,9,3,5,9,3,7,2,7,3,11
135,R,2,5,4,4,3,7,8,5,5,8,6,7,3,7,5,10
15,A,7,11,7,6,5,10,3,5,2,10,5,11,7,2,6,10
850,R,5,9,8,6,9,9,7,4,4,6,7,8,7,9,8,6
1966,P,7,10,9,8,7,9,7,2,6,11,5,6,4,8,4,9
1328,A,5,11,8,8,5,6,4,2,3,4,2,7,5,5,6,5
155,A,3,8,5,5,2,9,6,3,1,7,0,8,2,7,1,8
343,B,5,9,8,8,9,7,7,5,4,7,6,8,7,10,9,11
690,R,4,9,5,7,3,6,10,9,4,7,5,8,3,8,6,10
1652,P,2,3,4,1,1,8,9,3,4,12,4,3,1,9,2,9
2005,R,4,8,6,6,6,7,9,5,6,8,4,9,4,5,5,10
178,P,1,0,1,1,0,5,10,7,1,9,6,5,1,9,2,8
2,P,7,10,7,6,4,7,10,3,6,13,5,4,3,11,5,6
486,A,2,6,3,4,1,10,3,2,2,9,2,9,2,6,2,8
310,R,6,10,8,8,8,8,8,7,5,7,5,8,5,9,7,12
493,R,4,5,5,4,3,8,7,5,6,6,5,6,3,7,7,9
2117,A,2,4,3,3,1,11,3,2,2,11,2,9,2,6,2,9
2161,P,4,6,4,9,8,7,6,6,1,7,5,7,4,10,6,11
589,R,4,8,6,6,5,8,7,6,5,9,5,7,3,8,6,11
404,A,1,0,2,0,0,8,4,2,1,7,2,8,2,6,1,8
862,B,5,9,7,6,6,6,8,6,5,9,7,5,3,7,8,7
51,R,2,8,4,6,4,5,9,7,5,7,4,9,3,6,5,8
895,A,7,9,10,8,8,6,8,2,4,7,7,9,8,6,4,8
1493,R,5,5,5,8,3,6,10,10,4,7,5,8,3,7,6,11
167,A,5,9,6,7,4,9,4,3,1,8,1,9,2,7,3,8
592,B,4,3,4,3,3,8,7,5,6,6,5,6,2,8,6,10
29,P,3,7,4,5,3,5,11,8,2,9,7,5,1,10,3,8
1773,A,3,4,7,6,3,6,5,3,1,7,0,8,2,7,1,8
943,B,2,4,3,3,3,9,7,2,5,11,5,7,2,8,4,9
202,P,5,5,5,7,2,4,13,9,2,10,6,3,0,10,4,8
1117,P,4,8,7,6,6,8,10,6,4,10,4,4,3,11,4,9
244,A,3,8,5,6,3,7,5,3,0,7,2,8,2,7,1,8
916,P,2,4,4,3,2,8,9,5,3,11,5,4,1,10,2,8
549,P,2,6,5,4,2,7,9,4,4,10,4,4,1,10,3,8
247,R,2,4,4,3,2,9,7,3,5,10,4,6,2,7,3,9
758,B,1,3,2,2,1,8,7,3,5,10,5,7,2,8,4,9
951,R,7,9,10,8,11,8,7,4,4,7,5,6,7,9,7,6
1135,P,5,10,7,8,6,5,11,7,4,10,7,3,2,11,4,7
74,P,4,7,6,11,11,8,6,5,1,7,5,7,7,9,6,10
867,P,2,1,2,1,1,5,9,4,4,9,7,4,1,9,3,7
533,R,3,5,5,4,3,9,7,3,5,10,3,7,5,6,4,9
1278,P,1,0,1,0,0,6,10,7,1,9,6,5,0,9,2,8
114,R,4,7,5,5,4,8,9,6,6,8,5,8,3,7,6,11
573,B,2,4,4,3,3,8,7,3,5,10,6,6,2,8,5,8
1950,R,3,9,4,6,4,6,8,8,4,7,5,8,2,7,5,11
307,A,5,7,6,5,6,8,7,7,4,7,6,8,2,8,8,3
298,P,2,3,3,2,1,7,9,4,3,11,4,3,1,10,2,8
1513,B,4,7,6,5,6,11,7,3,6,10,4,6,2,7,4,10
2088,A,3,10,5,8,4,12,3,1,2,9,2,9,3,6,2,9
10,P,6,9,9,7,4,9,9,3,7,14,4,3,1,9,4,9
1728,B,5,9,7,8,9,7,7,5,4,7,6,8,6,9,8,7
524,R,4,11,5,7,3,6,11,9,4,7,3,9,3,7,5,11
1043,P,5,11,6,8,6,4,12,8,2,10,7,4,1,10,3,8
90,R,7,10,7,5,6,6,8,3,4,8,3,9,5,8,6,7
1384,R,4,9,6,6,6,10,8,3,6,9,3,8,3,6,4,10
390,A,3,10,5,8,4,6,3,1,2,5,2,8,2,5,3,6
1994,R,5,9,5,4,4,8,7,3,3,9,4,8,5,7,6,8
86,A,3,9,5,6,3,6,2,2,3,5,2,8,2,6,3,6
644,P,4,10,6,8,6,5,10,5,5,10,8,3,1,10,5,6
414,A,5,9,6,7,4,10,3,2,2,8,2,10,5,5,3,8
105,A,3,5,4,4,3,8,7,2,4,7,8,8,4,9,3,6
1902,A,3,8,5,5,1,7,4,3,1,7,0,8,3,7,2,8
1203,B,2,3,2,1,2,7,8,5,5,7,5,6,1,9,5,10
985,B,4,4,4,7,4,6,8,9,7,7,6,7,2,8,9,10
2022,R,4,10,4,6,3,7,11,8,3,7,2,9,3,7,5,10
722,P,5,10,7,6,4,7,11,4,5,13,5,3,1,10,3,9
1381,B,1,3,2,1,1,8,7,2,5,10,5,7,1,8,3,8
381,P,4,10,5,8,5,6,9,6,4,9,7,4,5,10,4,7
1894,P,8,9,7,4,3,6,11,6,2,10,4,5,4,9,4,8
557,A,7,9,5,5,3,8,3,3,1,7,4,12,5,6,4,7
1885,P,4,9,6,6,4,7,9,4,4,12,5,3,1,10,3,8
235,B,5,9,5,5,5,8,8,3,5,10,5,6,6,4,6,8
634,A,1,2,4,3,2,8,2,2,2,8,1,8,2,6,2,7
1871,A,2,7,4,5,3,12,4,3,2,9,2,9,2,7,1,8
1919,B,4,8,5,5,5,7,8,5,5,9,8,6,3,6,6,7
1559,B,4,9,6,7,5,9,6,5,6,10,6,6,3,8,7,9
52,B,6,9,9,8,10,6,7,5,4,8,6,8,7,10,9,6
756,R,4,7,5,5,5,8,6,7,3,7,5,7,4,6,6,9
90,R,5,8,7,6,7,8,8,7,4,8,5,6,4,7,7,11
924,B,11,13,8,7,5,7,8,5,8,10,5,8,6,6,8,11
392,R,6,10,5,6,3,8,7,6,4,9,3,8,6,6,5,10
1399,R,3,8,5,6,6,8,8,7,3,8,5,7,4,7,6,11
409,B,4,6,6,4,6,9,9,4,4,4,7,7,8,12,6,8
764,R,5,9,6,8,8,7,8,4,4,7,5,8,7,8,6,7
77,P,4,11,5,8,3,5,10,11,5,9,6,5,2,10,4,8
1412,R,3,5,4,6,3,5,11,8,4,6,3,9,3,7,6,11
417,A,4,5,6,4,5,8,7,3,5,7,7,8,5,9,3,6
1340,R,7,10,6,5,5,7,7,5,5,9,4,9,6,5,7,11
752,A,2,6,4,4,1,7,5,3,1,6,0,8,2,7,1,8
1271,P,6,9,8,7,8,7,7,5,5,7,6,9,6,8,7,10
388,R,6,10,5,5,3,7,6,5,4,9,5,9,6,5,6,11
716,R,3,8,4,6,4,6,10,8,3,7,4,9,2,7,5,11
536,P,4,8,6,6,3,6,11,3,6,14,7,4,0,9,2,8
329,R,3,7,5,5,3,10,7,3,6,10,3,7,3,7,3,10
2052,B,3,8,5,5,4,7,7,7,6,6,6,6,2,8,7,9
841,R,3,5,4,4,5,7,8,4,6,6,5,7,3,7,5,8
904,P,8,12,7,6,3,7,9,6,4,13,4,5,4,10,4,8
2168,A,2,1,3,2,1,8,2,2,1,7,1,8,2,7,2,7
1535,P,4,8,6,5,3,8,10,3,6,13,3,2,2,9,3,9
1661,P,3,2,4,3,3,5,10,4,5,10,8,4,1,10,4,7
74,R,5,10,5,7,3,5,10,9,4,7,4,8,3,7,6,11
1279,P,5,9,7,7,5,7,11,7,3,11,6,3,2,11,3,8
1587,P,5,9,5,5,3,6,12,9,2,10,5,4,1,10,4,8
1069,P,3,6,4,4,3,4,10,4,5,10,9,4,2,10,3,7
1233,B,2,3,3,1,2,7,8,5,6,7,6,7,1,8,5,9
457,R,9,14,9,8,7,5,8,2,6,8,4,10,8,5,7,5
1573,R,5,10,8,10,9,6,9,3,3,6,5,10,8,6,7,9
1308,R,4,9,4,6,5,6,10,8,3,7,4,9,2,7,5,11
88,B,2,0,2,1,1,7,7,7,5,8,6,7,1,8,7,8
212,B,3,8,6,6,9,9,7,4,4,6,7,7,7,10,7,6
1599,R,6,10,9,7,8,9,8,6,6,8,5,7,5,9,6,12
37,P,8,12,7,6,4,8,10,6,5,14,5,4,4,10,4,8
106,B,6,8,8,6,6,9,6,4,8,10,5,6,2,8,6,10
114,B,2,1,3,2,2,7,7,5,5,6,6,7,2,8,6,9
145,R,5,10,7,8,9,8,8,4,3,8,5,7,9,9,7,5
705,P,3,7,5,10,8,7,12,4,1,9,8,5,4,11,4,8
2137,B,4,5,4,3,4,7,7,6,6,7,6,6,2,8,6,10
824,P,3,4,5,3,2,7,10,3,4,12,4,2,1,10,2,8
401,A,1,2,2,1,1,10,3,1,1,9,2,9,1,6,1,8
708,P,4,4,4,4,2,4,14,7,1,11,7,2,1,10,4,8
1288,P,4,5,5,4,3,8,8,4,4,12,4,4,2,9,3,8
429,R,4,7,4,4,2,6,11,8,3,7,4,8,3,7,6,11
1614,B,4,6,8,5,6,6,9,5,6,9,7,8,6,9,8,7
1201,R,4,7,6,5,4,10,7,3,6,11,2,6,3,7,4,10
1507,A,5,6,7,5,5,8,8,3,5,7,9,8,5,9,4,6
1087,A,3,6,5,5,3,8,5,3,1,7,1,8,2,6,1,8
631,A,3,3,5,4,2,6,3,3,2,6,2,8,3,6,3,7
1121,B,2,7,5,5,4,9,8,4,5,9,5,6,2,8,5,8
317,R,5,10,6,8,7,6,7,5,6,6,4,9,3,6,5,8
869,R,5,11,8,8,5,10,7,3,7,11,2,6,2,7,4,10
190,P,6,6,6,9,3,3,14,8,1,11,6,3,1,10,4,8
1480,P,2,7,3,5,2,3,11,8,2,10,6,4,1,10,3,7
641,A,3,2,5,3,2,8,2,2,2,7,1,8,2,7,2,7
790,A,1,5,4,3,2,10,3,1,2,8,3,9,2,6,2,8
152,A,2,6,4,4,2,8,5,2,1,7,2,8,1,6,2,8
12,B,3,8,6,6,8,8,8,4,3,5,8,7,6,11,8,8
2015,P,4,6,6,4,4,9,5,8,5,6,5,7,3,7,4,9
1467,A,3,11,6,8,4,12,3,4,3,11,1,9,3,7,3,9
1751,P,3,4,5,6,4,8,9,3,2,7,8,6,5,10,5,5
1017,P,3,4,5,7,6,8,11,3,1,8,8,6,6,10,4,6
437,A,4,11,7,8,5,12,2,2,2,10,2,9,2,6,3,8
327,P,4,8,6,6,4,5,13,6,2,12,6,1,0,10,3,7
1772,A,4,9,6,6,2,7,4,3,1,6,1,8,3,7,2,7
129,R,4,8,7,7,8,7,8,3,4,7,4,8,7,8,5,6
1605,R,3,1,4,2,2,7,8,5,5,8,5,6,2,7,4,8
2019,P,3,4,4,3,2,5,10,4,4,10,8,4,0,10,4,7
822,A,7,10,9,8,8,7,7,8,4,7,6,9,4,7,11,1
2149,A,5,6,7,5,6,6,7,3,5,7,8,10,7,10,3,8
911,P,7,9,9,7,5,7,12,8,3,10,5,3,2,12,5,8
195,R,3,8,5,6,6,7,7,7,3,8,5,7,4,7,8,10
1924,A,3,9,6,7,3,11,2,3,3,10,2,9,1,6,3,8
771,B,7,11,10,8,7,11,7,3,8,11,3,7,3,8,5,12
562,P,7,12,6,7,4,9,7,4,5,13,3,5,4,10,6,8
1976,P,3,9,4,5,2,5,11,9,3,10,6,4,1,10,4,7
183,R,2,0,2,1,1,6,10,7,2,7,5,8,3,7,4,10
179,A,5,8,8,7,7,8,7,3,4,7,8,9,5,10,3,6
1290,R,3,7,4,4,2,5,11,8,3,7,4,9,3,7,4,11
265,B,3,7,5,5,5,7,8,6,4,7,5,6,2,8,5,7
177,B,5,11,8,8,12,8,7,5,4,7,7,7,8,10,10,9
1052,B,6,10,9,7,7,11,6,3,7,11,3,8,4,7,6,12
848,P,1,1,1,0,0,5,11,6,0,9,6,5,0,9,2,8
1380,P,5,10,7,7,4,10,8,3,5,12,4,4,2,9,4,8
473,A,5,10,7,8,4,8,2,2,3,6,2,7,5,7,5,8
790,R,2,4,3,2,2,9,7,3,4,10,4,7,2,7,3,10
365,A,2,2,4,3,2,7,2,2,1,6,2,7,1,7,3,7
823,P,6,12,6,7,4,6,11,3,5,13,6,4,3,10,5,6
1855,P,8,13,7,7,5,10,7,4,5,12,4,5,4,11,5,8
302,A,6,9,6,5,3,13,0,5,1,12,3,11,2,3,2,10
528,A,4,9,7,6,4,8,3,1,1,5,2,8,2,5,3,7
281,R,7,10,9,8,8,9,8,3,6,9,3,8,3,6,4,11
1500,B,3,7,3,6,3,6,8,9,7,7,5,8,2,8,7,9
906,A,1,1,2,1,0,7,4,2,0,6,2,8,2,7,0,8
112,A,2,3,4,3,1,10,2,3,2,10,2,10,2,6,2,8
469,A,2,9,4,6,2,6,5,3,1,6,0,8,2,7,2,8
1420,A,3,6,5,4,0,9,4,3,1,7,1,8,3,6,2,8
583,B,6,11,6,8,5,7,5,9,7,5,6,7,2,8,10,10
1634,R,6,9,6,4,4,5,8,3,5,7,4,10,4,6,6,6
1089,B,3,8,6,7,6,8,7,4,5,7,6,7,4,8,6,9
136,B,4,8,6,6,6,8,8,4,4,8,5,7,4,8,5,7
240,B,5,10,8,8,6,8,7,3,7,10,4,6,2,8,6,11
450,P,4,11,6,8,5,6,8,5,6,9,8,3,2,9,4,7
1536,A,6,9,8,8,8,7,7,2,4,7,8,10,8,7,4,8
112,A,6,10,8,8,8,7,8,8,4,6,5,9,3,7,8,5
589,B,1,1,3,3,2,8,7,5,6,7,6,5,2,8,5,10
1138,P,2,4,2,2,1,6,11,5,4,9,7,4,1,10,3,7
642,R,6,11,5,6,5,7,9,3,6,8,3,8,6,6,6,7
754,B,3,6,4,4,4,6,8,5,4,6,5,7,3,8,5,7
1762,A,3,11,5,8,4,12,2,3,3,10,2,9,2,6,3,8
829,P,0,3,3,1,1,7,8,4,3,11,5,4,2,9,2,8
233,P,3,6,2,4,2,3,13,6,1,11,6,4,0,9,3,8
1996,P,4,7,7,5,5,5,7,7,4,7,6,8,3,10,7,9
1305,B,7,10,9,8,9,7,7,5,5,7,5,7,4,8,7,8
674,P,5,5,7,8,8,9,8,3,3,5,8,7,6,11,7,5
504,P,3,6,3,4,2,5,10,9,4,9,6,5,2,9,3,8
874,B,4,7,4,5,5,6,8,8,5,7,6,7,2,8,7,9
1848,A,5,11,7,9,5,8,3,3,1,7,2,8,5,8,5,10
2006,R,4,7,5,5,4,6,8,5,6,6,5,8,3,7,5,10
358,B,2,5,3,3,3,7,7,5,5,6,6,6,2,8,6,10
1943,B,5,9,5,4,4,10,7,3,5,9,5,7,6,6,7,9
52,B,3,7,3,5,3,6,8,8,6,7,5,7,2,8,9,10
2124,R,8,14,6,8,5,8,6,5,5,9,4,9,7,5,6,11
925,B,2,7,3,5,2,6,6,9,7,6,7,7,2,8,8,10
2044,R,4,8,5,6,4,8,9,4,6,8,4,9,3,6,5,11
1084,A,3,9,4,6,3,7,4,3,1,6,2,8,2,7,3,8
1714,P,11,13,9,8,4,7,8,6,4,11,4,6,5,9,5,8
506,A,3,4,5,5,0,8,6,3,1,7,0,8,2,7,1,8
385,B,2,0,2,1,1,7,7,7,5,6,6,7,2,8,7,9
1859,P,4,4,5,6,5,9,10,2,3,7,9,5,4,10,5,5
1802,R,6,11,9,8,7,9,9,4,7,8,3,8,3,6,5,11
207,P,8,10,7,5,3,8,10,5,3,12,4,4,4,9,4,8
561,B,7,13,7,6,6,10,5,4,5,9,5,8,6,8,8,9
661,A,4,5,6,4,4,9,8,4,4,6,7,7,3,9,4,7
745,R,1,3,3,1,1,9,7,2,4,10,4,7,2,7,2,10
1542,A,6,11,6,6,4,12,3,5,2,11,3,10,6,4,4,10
1783,A,2,4,4,3,2,6,3,2,2,5,2,8,2,6,2,6
171,R,4,6,6,4,2,9,7,5,6,9,4,7,3,7,4,11
978,R,2,1,2,1,1,6,10,7,2,6,5,8,2,6,4,10
395,P,3,4,5,3,2,7,10,3,3,12,5,3,1,10,3,9
1068,B,4,10,6,7,5,11,6,3,8,10,3,8,2,8,5,12
251,R,3,6,5,4,3,10,7,2,6,10,2,7,3,7,3,10
351,P,3,5,5,4,4,6,9,5,4,9,7,4,1,10,3,7
2025,B,7,10,5,7,4,6,7,5,5,10,6,8,4,7,8,9
1988,P,6,10,8,6,4,9,9,4,6,13,4,2,1,10,4,9
1225,A,2,1,4,2,1,9,2,2,1,8,2,8,2,6,2,7
2125,R,5,11,6,7,4,6,9,10,5,6,5,8,3,8,6,11
1527,A,2,0,2,0,0,7,4,2,0,7,2,9,1,6,0,8
718,P,4,9,6,7,3,6,13,4,2,12,5,1,1,10,3,8
415,A,5,12,5,6,3,14,0,4,2,12,3,11,2,4,2,10
1407,B,4,7,6,5,5,10,6,2,5,10,4,8,3,7,5,11
242,B,4,9,4,4,3,8,7,3,4,9,6,8,5,7,6,8
460,B,8,12,6,6,4,9,6,5,5,11,4,9,7,7,7,10
621,B,4,2,4,3,4,8,7,5,6,7,6,6,5,8,6,10
1002,P,3,5,5,4,3,8,9,3,4,12,4,4,1,8,3,9
819,P,3,5,5,3,2,7,9,5,3,11,6,3,1,11,3,8
564,A,3,8,5,7,4,8,2,1,2,6,2,7,3,6,5,7
62,P,6,11,5,6,3,8,7,5,3,12,3,6,5,10,4,8
1891,A,2,2,4,2,2,8,2,1,1,6,2,8,2,6,4,7
746,R,4,8,5,6,3,5,12,7,3,6,3,9,3,7,6,11
507,P,2,3,3,2,1,7,10,3,4,13,6,4,0,8,2,9
1767,B,2,3,4,2,2,9,7,1,5,10,5,6,2,8,4,9
47,B,3,6,4,4,4,8,7,3,4,7,6,7,4,8,5,8
169,R,4,7,5,5,4,10,7,3,6,10,3,7,3,7,3,10
1582,A,2,5,4,3,2,9,2,2,1,7,2,9,2,7,3,6
332,R,2,2,4,1,2,9,7,4,5,9,4,7,2,5,4,10
1320,P,4,9,5,6,3,5,10,10,5,9,6,5,2,10,4,8
1977,P,3,5,5,3,3,7,10,6,3,11,4,3,1,10,3,8
278,B,3,9,4,6,5,8,8,6,6,7,6,5,2,8,7,9
413,R,8,12,6,7,5,6,8,5,5,9,5,10,7,5,7,11
